id,idade,genero,estado_civil,educacao,regime_trabalho,data_contratacao,data_demissao,tipo_demissao,cargo,salario_atual,data_ultimo_feedback,data_ultimo_aumento,data_ultima_mudanca_cargo,nota_avaliacao,acompanhamento_psicologo,qtde_projetos,qtde_clientes,nivel_satisfacao_gestor,churn
EMP0718,22,M,Casado(a),PhD,Presencial,2022-02-18,2023-07-10,Voluntária,Tech Lead,7317,2022-11-18,2023-01-16,2022-08-20,6.8,True,1,3,5.6,1
EMP0285,26,F,Divorciado(a),PhD,Remoto,2022-02-19,,,Tech Lead,18401,2023-03-21,2023-12-30,2024-05-10,6.8,False,9,2,8.6,0
EMP1290,50,M,Solteiro(a),Bachelor,Híbrido,2022-02-20,,,UX Designer,21288,2024-09-14,2024-05-15,2024-10-14,7.8,False,1,7,3.4,0
EMP1312,51,F,Divorciado(a),Bachelor,Híbrido,2022-02-20,,,Data Scientist,5425,2023-03-31,2024-06-10,2023-12-28,9.9,False,8,5,1.5,0
EMP1269,27,F,Solteiro(a),Master,Presencial,2022-02-20,,,QA Engineer,24335,2023-03-23,2023-04-22,2024-05-07,7.9,False,1,1,3.4,0
EMP0036,50,F,Viúvo(a),Bachelor,Presencial,2022-02-20,,,UX Designer,18245,2023-10-23,2023-06-14,2023-08-15,8.8,False,5,7,4.1,0
EMP0472,44,Outro,Solteiro(a),Technical Degree,Remoto,2022-02-21,2023-08-19,Voluntária,Senior Developer,9576,2023-08-15,2023-04-25,2022-08-05,7.1,False,8,7,4.5,1
EMP1438,48,Outro,Divorciado(a),Bachelor,Presencial,2022-02-22,2024-01-01,Involuntária,QA Engineer,12802,2022-10-05,2022-10-15,2023-01-11,8.9,True,5,2,3.3,1
EMP1897,30,Outro,Divorciado(a),PhD,Remoto,2022-02-22,,,Senior Developer,16465,2023-03-26,2023-01-28,2022-04-24,6.5,False,5,6,5.3,0
EMP1002,24,F,Solteiro(a),Master,Presencial,2022-02-22,,,Tech Lead,21663,2024-05-02,2024-02-22,2023-02-24,6.8,False,2,4,5.6,0
EMP1617,54,M,Casado(a),Bachelor,Híbrido,2022-02-22,,,Product Manager,14940,2022-04-18,2022-12-31,2023-08-12,7.8,False,1,2,1.3,0
EMP0303,49,F,Divorciado(a),PhD,Presencial,2022-02-22,,,Data Scientist,23233,2023-11-18,2024-01-22,2022-10-26,7.2,False,5,1,3.3,0
EMP0275,32,M,Viúvo(a),PhD,Híbrido,2022-02-24,,,Data Scientist,21211,2022-09-07,2024-09-24,2023-10-30,9.1,False,5,2,1.9,0
EMP1156,42,F,Casado(a),PhD,Remoto,2022-02-24,,,Senior Developer,20510,2022-02-28,2022-04-03,2023-08-24,6.5,False,5,7,7.0,0
EMP0845,35,F,Viúvo(a),Master,Presencial,2022-02-24,,,UX Designer,21661,2023-05-03,2022-09-02,2023-07-07,7.3,False,7,1,3.2,0
EMP0575,38,M,Divorciado(a),Master,Híbrido,2022-02-25,,,UX Designer,22573,2024-07-28,2023-11-17,2023-04-29,9.2,False,4,1,4.9,0
EMP0907,54,M,Viúvo(a),Bachelor,Híbrido,2022-02-25,,,QA Engineer,22300,2023-02-19,2023-05-10,2023-01-13,8.8,False,1,6,8.8,0
EMP1418,29,M,Casado(a),PhD,Presencial,2022-02-26,2023-05-12,Involuntária,Junior Developer,10617,2023-01-06,2023-01-27,2022-11-19,9.9,False,9,3,3.8,1
EMP1247,44,Outro,Solteiro(a),Master,Remoto,2022-02-26,,,QA Engineer,16089,2023-04-30,2023-11-11,2024-09-20,8.7,True,6,3,7.0,0
EMP0439,33,Outro,Divorciado(a),PhD,Remoto,2022-02-26,,,Senior Developer,20882,2023-06-14,2023-10-13,2023-09-16,6.2,True,3,6,3.3,0
EMP1839,24,F,Divorciado(a),Bachelor,Remoto,2022-02-26,,,Product Manager,22077,2023-02-24,2022-10-15,2022-09-04,8.8,False,4,4,3.7,0
EMP1385,24,M,Divorciado(a),Master,Híbrido,2022-02-28,,,Senior Developer,5973,2022-07-13,2022-06-19,2022-03-16,9.6,True,5,4,1.9,0
EMP0913,33,Outro,Casado(a),Bachelor,Remoto,2022-03-01,,,UX Designer,9327,2022-06-24,2022-11-02,2023-07-25,9.1,True,4,4,3.8,0
EMP1037,28,F,Divorciado(a),Master,Híbrido,2022-03-01,,,DevOps Engineer,9035,2023-05-23,2024-03-20,2023-05-04,8.3,True,6,7,9.6,0
EMP1110,43,F,Casado(a),Technical Degree,Híbrido,2022-03-02,,,QA Engineer,7303,2022-04-21,2022-08-15,2024-07-23,10.0,False,2,2,3.0,0
EMP0916,29,F,Casado(a),Bachelor,Híbrido,2022-03-03,,,Product Manager,16471,2024-07-31,2024-07-09,2023-10-06,6.8,False,7,3,1.3,0
EMP0499,51,M,Casado(a),PhD,Remoto,2022-03-03,,,Junior Developer,7601,2023-03-20,2022-11-17,2024-04-06,6.4,True,2,7,9.9,0
EMP1772,33,M,Viúvo(a),Bachelor,Presencial,2022-03-04,,,Product Manager,21271,2024-03-03,2024-08-05,2023-08-20,6.3,False,4,5,7.0,0
EMP1682,47,M,Casado(a),PhD,Presencial,2022-03-04,,,Junior Developer,21212,2023-07-20,2023-07-02,2022-07-22,8.2,False,8,3,4.9,0
EMP1356,43,F,Divorciado(a),Technical Degree,Presencial,2022-03-05,,,Tech Lead,11932,2023-06-28,2024-09-29,2023-06-13,7.1,False,4,1,4.3,0
EMP1305,26,M,Divorciado(a),Master,Remoto,2022-03-05,,,Tech Lead,14106,2023-06-09,2023-12-10,2023-04-23,8.0,True,9,3,1.3,0
EMP1077,54,M,Casado(a),Master,Remoto,2022-03-05,,,UX Designer,10413,2023-09-25,2023-04-15,2023-09-21,9.2,True,1,6,5.5,0
EMP1133,25,M,Solteiro(a),Technical Degree,Presencial,2022-03-06,,,Data Scientist,8004,2024-03-29,2022-04-11,2023-10-24,6.9,True,8,1,9.0,0
EMP1924,37,Outro,Viúvo(a),Technical Degree,Remoto,2022-03-07,,,DevOps Engineer,5221,2022-05-10,2024-05-26,2023-09-11,6.9,False,1,2,3.4,0
EMP1414,29,F,Casado(a),Technical Degree,Presencial,2022-03-07,,,Junior Developer,21053,2023-12-18,2022-03-12,2024-06-07,6.6,False,8,4,8.6,0
EMP1540,26,F,Solteiro(a),Master,Híbrido,2022-03-07,,,Data Scientist,9290,2024-02-02,2023-01-20,2024-10-20,8.4,True,9,3,7.3,0
EMP0168,44,F,Casado(a),Bachelor,Presencial,2022-03-09,,,UX Designer,5661,2024-07-29,2024-09-07,2024-07-11,8.2,False,5,5,6.7,0
EMP0815,23,M,Divorciado(a),Bachelor,Presencial,2022-03-12,,,QA Engineer,9833,2023-06-29,2024-05-10,2024-02-05,7.6,False,6,5,8.7,0
EMP1796,24,M,Casado(a),Bachelor,Presencial,2022-03-13,,,Data Scientist,13638,2022-09-16,2024-02-27,2024-10-07,9.1,False,8,7,5.9,0
EMP1346,44,F,Solteiro(a),PhD,Híbrido,2022-03-14,,,QA Engineer,10412,2022-10-28,2024-09-11,2024-05-12,6.8,False,2,7,6.3,0
EMP1236,39,Outro,Divorciado(a),Bachelor,Presencial,2022-03-15,,,Senior Developer,9349,2022-10-21,2023-06-26,2024-07-06,9.3,True,5,1,2.6,0
EMP1051,38,M,Divorciado(a),Master,Presencial,2022-03-15,,,Junior Developer,13998,2023-10-21,2023-09-28,2024-07-22,8.7,False,6,3,1.8,0
EMP0682,27,Outro,Solteiro(a),PhD,Presencial,2022-03-15,,,Product Manager,6721,2023-09-07,2022-07-23,2024-03-29,9.9,True,5,5,3.4,0
EMP1663,22,M,Solteiro(a),Bachelor,Híbrido,2022-03-15,,,Data Scientist,10349,2024-01-16,2022-08-02,2022-06-12,8.0,False,8,6,8.3,0
EMP1658,42,M,Viúvo(a),PhD,Híbrido,2022-03-16,,,Tech Lead,18409,2024-04-16,2022-08-23,2022-04-03,8.3,False,6,5,4.6,0
EMP1700,39,F,Solteiro(a),Technical Degree,Remoto,2022-03-16,,,QA Engineer,17467,2023-05-13,2023-02-10,2023-06-20,6.8,False,4,3,4.1,0
EMP0580,25,F,Divorciado(a),Technical Degree,Híbrido,2022-03-16,2023-09-14,Voluntária,UX Designer,18753,2023-06-27,2022-11-17,2022-10-22,6.3,True,5,7,9.8,1
EMP0175,41,F,Viúvo(a),Master,Híbrido,2022-03-17,,,Data Scientist,13286,2023-11-13,2023-10-15,2024-01-24,7.9,False,6,6,2.6,0
EMP1690,35,M,Casado(a),Technical Degree,Presencial,2022-03-18,,,Data Scientist,6014,2023-12-04,2024-04-16,2023-10-24,7.9,False,8,5,8.2,0
EMP1517,48,F,Viúvo(a),Bachelor,Remoto,2022-03-19,,,Tech Lead,13251,2022-11-29,2022-09-02,2024-03-20,8.7,True,3,5,3.9,0
EMP0409,24,M,Viúvo(a),Technical Degree,Presencial,2022-03-20,,,Senior Developer,19448,2023-11-23,2022-05-15,2022-03-27,7.2,True,7,2,6.6,0
EMP0673,32,F,Viúvo(a),Bachelor,Presencial,2022-03-21,,,Product Manager,10153,2022-12-06,2024-07-04,2022-03-24,6.2,False,1,6,3.9,0
EMP1547,38,M,Solteiro(a),Bachelor,Remoto,2022-03-21,2024-07-06,Voluntária,DevOps Engineer,21903,2022-11-24,2022-03-30,2022-05-03,7.0,False,5,5,9.4,1
EMP0790,43,F,Divorciado(a),Technical Degree,Remoto,2022-03-21,,,QA Engineer,7239,2023-02-24,2024-07-29,2023-12-16,7.6,False,4,1,7.0,0
EMP0980,27,M,Divorciado(a),Bachelor,Presencial,2022-03-22,,,QA Engineer,20664,2023-08-29,2022-05-11,2024-02-13,9.9,True,5,4,3.6,0
EMP0891,28,M,Casado(a),Technical Degree,Híbrido,2022-03-22,,,DevOps Engineer,18864,2023-12-22,2023-01-28,2024-04-03,7.6,False,2,6,8.7,0
EMP0326,40,Outro,Divorciado(a),Bachelor,Remoto,2022-03-24,,,UX Designer,6014,2024-08-06,2024-06-24,2023-10-15,9.0,False,8,3,7.9,0
EMP0292,51,Outro,Casado(a),Bachelor,Presencial,2022-03-25,,,Tech Lead,8667,2024-01-19,2022-06-15,2024-08-13,8.3,False,6,4,1.1,0
EMP0760,22,M,Viúvo(a),Technical Degree,Remoto,2022-03-26,,,Junior Developer,5256,2022-06-12,2023-01-26,2022-09-08,6.6,False,3,1,6.9,0
EMP0508,33,M,Viúvo(a),PhD,Remoto,2022-03-26,,,Junior Developer,8565,2024-07-07,2023-10-03,2023-07-23,7.9,False,2,7,2.0,0
EMP1626,41,Outro,Casado(a),Technical Degree,Remoto,2022-03-27,,,DevOps Engineer,10690,2023-08-22,2023-06-14,2024-05-27,9.7,False,9,6,6.9,0
EMP0571,34,F,Viúvo(a),Technical Degree,Presencial,2022-03-27,2022-09-06,Involuntária,DevOps Engineer,23870,2022-06-29,2022-08-05,2022-08-17,9.4,False,8,5,7.2,1
EMP0376,27,F,Viúvo(a),PhD,Remoto,2022-03-27,,,Tech Lead,12243,2023-05-26,2024-04-12,2022-07-02,8.2,True,5,6,9.9,0
EMP0032,26,Outro,Viúvo(a),Master,Híbrido,2022-03-28,,,UX Designer,9142,2023-04-02,2022-11-07,2022-08-16,8.8,False,4,5,9.7,0
EMP1412,52,M,Divorciado(a),Master,Remoto,2022-03-31,,,Tech Lead,15895,2024-06-12,2023-03-12,2024-06-28,7.2,True,2,5,10.0,0
EMP1915,27,M,Divorciado(a),Master,Remoto,2022-03-31,,,Tech Lead,19610,2022-05-26,2024-01-07,2024-01-22,9.8,False,4,4,4.4,0
EMP1805,46,F,Divorciado(a),Master,Presencial,2022-03-31,,,Tech Lead,23007,2023-11-25,2023-05-28,2022-11-30,8.0,True,3,1,2.0,0
EMP1592,35,M,Viúvo(a),PhD,Presencial,2022-04-02,,,Senior Developer,16186,2023-08-31,2023-03-13,2024-02-04,8.5,True,1,2,5.4,0
EMP0693,45,M,Viúvo(a),PhD,Presencial,2022-04-03,,,Senior Developer,7433,2023-06-26,2022-11-28,2023-10-07,9.0,True,6,3,1.8,0
EMP0067,44,F,Divorciado(a),PhD,Híbrido,2022-04-04,2024-05-18,Involuntária,Tech Lead,6906,2023-03-17,2022-07-24,2022-12-14,7.0,True,7,5,2.6,1
EMP1285,37,M,Divorciado(a),Master,Remoto,2022-04-06,2022-08-08,Involuntária,Junior Developer,5788,2022-05-20,2022-05-04,2022-07-28,9.6,True,2,2,1.8,1
EMP1130,24,Outro,Solteiro(a),Technical Degree,Presencial,2022-04-07,,,Product Manager,11642,2024-02-12,2023-02-28,2024-03-04,7.7,True,4,6,6.4,0
EMP0982,27,F,Divorciado(a),Master,Presencial,2022-04-08,2024-09-29,Voluntária,DevOps Engineer,17447,2023-07-15,2023-10-29,2024-05-13,8.9,True,4,1,5.0,1
EMP1343,45,M,Solteiro(a),Master,Presencial,2022-04-09,,,Senior Developer,16258,2024-06-04,2023-12-04,2022-11-12,8.6,False,8,3,6.6,0
EMP0827,26,Outro,Solteiro(a),Technical Degree,Presencial,2022-04-09,,,DevOps Engineer,15268,2024-01-13,2022-10-14,2022-10-16,10.0,True,8,7,6.1,0
EMP0648,45,F,Casado(a),Bachelor,Híbrido,2022-04-10,,,Tech Lead,19435,2024-08-03,2023-06-21,2023-09-19,9.1,True,2,6,5.7,0
EMP1426,53,Outro,Casado(a),Master,Híbrido,2022-04-10,,,QA Engineer,5106,2023-12-01,2022-11-01,2023-09-22,6.3,False,2,3,7.9,0
EMP1928,24,M,Solteiro(a),PhD,Híbrido,2022-04-10,,,Data Scientist,22206,2022-08-09,2022-11-12,2024-07-14,8.6,False,6,3,2.7,0
EMP1377,24,Outro,Divorciado(a),PhD,Híbrido,2022-04-10,,,UX Designer,12517,2023-12-14,2023-11-08,2024-01-22,6.7,False,9,7,6.4,0
EMP1999,41,M,Casado(a),Technical Degree,Remoto,2022-04-10,,,Data Scientist,15607,2022-10-16,2024-06-26,2024-09-18,6.8,True,6,7,3.1,0
EMP1802,39,F,Solteiro(a),Bachelor,Remoto,2022-04-10,,,UX Designer,22585,2024-07-25,2024-04-10,2024-07-03,7.0,False,7,6,1.5,0
EMP1830,48,Outro,Viúvo(a),Master,Híbrido,2022-04-11,,,Senior Developer,17128,2023-05-06,2023-06-30,2023-10-21,6.3,False,7,3,3.7,0
EMP0210,48,Outro,Casado(a),PhD,Presencial,2022-04-12,,,QA Engineer,20562,2023-08-25,2023-11-01,2024-05-27,9.9,True,7,5,1.5,0
EMP0974,43,F,Solteiro(a),Master,Presencial,2022-04-12,,,Junior Developer,10783,2022-08-13,2023-10-12,2023-04-13,6.2,False,3,2,5.8,0
EMP0113,36,M,Divorciado(a),Bachelor,Híbrido,2022-04-12,,,Product Manager,15426,2024-01-07,2024-05-18,2022-09-17,9.8,True,5,3,6.3,0
EMP0631,54,M,Solteiro(a),Bachelor,Presencial,2022-04-13,,,Junior Developer,7233,2024-02-10,2024-09-30,2024-09-28,8.1,False,3,5,5.4,0
EMP0447,30,M,Divorciado(a),Technical Degree,Híbrido,2022-04-17,,,Product Manager,19257,2024-06-18,2023-03-29,2024-03-12,8.1,True,9,2,2.5,0
EMP1113,36,F,Casado(a),Master,Híbrido,2022-04-18,,,Product Manager,8145,2023-09-25,2022-05-08,2024-09-19,7.1,False,2,5,4.4,0
EMP1084,43,F,Viúvo(a),Technical Degree,Presencial,2022-04-21,,,Tech Lead,9899,2023-01-16,2023-05-18,2024-02-20,7.4,False,6,3,8.7,0
EMP1381,25,F,Casado(a),Bachelor,Presencial,2022-04-21,,,Data Scientist,21636,2023-12-27,2022-09-14,2024-07-12,8.7,True,5,4,3.0,0
EMP1674,22,M,Casado(a),Master,Presencial,2022-04-22,,,Tech Lead,24724,2023-02-26,2023-07-19,2024-05-24,6.2,False,7,2,9.5,0
EMP0740,27,M,Casado(a),Technical Degree,Presencial,2022-04-22,,,Product Manager,24790,2022-05-04,2022-05-09,2023-10-16,6.3,False,9,2,5.8,0
EMP1886,37,Outro,Casado(a),PhD,Remoto,2022-04-22,,,Product Manager,23229,2022-07-31,2023-10-11,2022-08-06,6.2,True,1,7,3.6,0
EMP1595,50,Outro,Casado(a),Technical Degree,Remoto,2022-04-24,,,DevOps Engineer,8983,2024-06-14,2024-02-01,2023-07-08,8.6,False,3,5,9.3,0
EMP1439,33,Outro,Solteiro(a),Master,Presencial,2022-04-24,,,UX Designer,16301,2023-04-20,2023-10-04,2023-10-24,8.1,True,5,4,5.6,0
EMP0697,32,Outro,Divorciado(a),Bachelor,Híbrido,2022-04-26,,,Senior Developer,21805,2023-02-27,2023-02-01,2022-06-27,8.6,True,3,3,3.8,0
EMP0375,49,M,Casado(a),PhD,Presencial,2022-04-27,,,Senior Developer,5719,2023-04-09,2024-08-21,2023-08-04,7.1,True,6,7,6.1,0
EMP1066,30,F,Divorciado(a),Technical Degree,Remoto,2022-04-27,,,Tech Lead,13950,2024-06-09,2023-12-21,2022-12-15,6.3,False,7,1,7.4,0
EMP1762,35,Outro,Divorciado(a),Master,Remoto,2022-04-27,,,Product Manager,11861,2022-07-24,2023-09-17,2024-10-11,9.2,False,6,7,2.9,0
EMP1369,24,F,Casado(a),PhD,Remoto,2022-04-29,,,Junior Developer,11827,2024-08-06,2023-04-02,2024-05-05,9.3,True,9,4,9.7,0
EMP0922,49,F,Solteiro(a),Master,Presencial,2022-04-30,,,Senior Developer,9839,2023-07-07,2024-04-17,2023-06-15,9.1,False,5,7,2.8,0
EMP1588,50,F,Casado(a),Technical Degree,Remoto,2022-04-30,,,Data Scientist,22632,2024-06-02,2022-08-16,2024-06-22,8.8,True,1,4,8.5,0
EMP0660,29,F,Solteiro(a),Bachelor,Híbrido,2022-05-01,,,Product Manager,18322,2024-04-18,2023-11-14,2023-08-26,7.5,False,7,5,3.2,0
EMP0818,37,F,Divorciado(a),Bachelor,Híbrido,2022-05-01,,,Junior Developer,24515,2022-07-27,2022-08-27,2024-08-29,7.2,True,5,2,6.1,0
EMP0947,27,Outro,Divorciado(a),PhD,Remoto,2022-05-02,,,QA Engineer,19849,2024-05-08,2023-03-25,2023-02-03,9.7,True,1,6,3.0,0
EMP1989,54,F,Viúvo(a),Master,Presencial,2022-05-05,,,Product Manager,16093,2022-06-19,2022-06-15,2023-08-29,6.7,False,5,3,7.2,0
EMP0844,33,F,Solteiro(a),Technical Degree,Presencial,2022-05-06,,,DevOps Engineer,18426,2024-01-06,2022-09-24,2023-12-15,7.7,False,2,2,7.9,0
EMP1955,32,F,Solteiro(a),PhD,Híbrido,2022-05-07,,,Junior Developer,19385,2022-05-11,2023-11-29,2023-01-03,9.0,True,5,4,7.2,0
EMP0946,42,F,Solteiro(a),Master,Remoto,2022-05-08,,,DevOps Engineer,10747,2022-12-23,2023-04-02,2023-01-17,7.2,True,7,6,4.4,0
EMP0340,38,Outro,Solteiro(a),PhD,Híbrido,2022-05-08,,,Data Scientist,8700,2023-12-30,2024-06-06,2024-05-21,6.9,False,9,6,7.5,0
EMP1466,52,Outro,Solteiro(a),PhD,Presencial,2022-05-08,,,Product Manager,16687,2024-04-24,2024-06-16,2023-05-24,7.0,True,1,7,6.9,0
EMP0169,37,F,Casado(a),Master,Híbrido,2022-05-08,,,Product Manager,18711,2023-11-10,2024-06-11,2024-05-29,8.7,False,3,6,3.1,0
EMP0398,38,F,Casado(a),PhD,Híbrido,2022-05-09,,,UX Designer,9624,2023-08-16,2023-04-23,2022-10-17,8.2,True,1,6,5.2,0
EMP0917,54,M,Viúvo(a),Technical Degree,Híbrido,2022-05-11,,,DevOps Engineer,22567,2023-05-20,2023-11-21,2024-04-09,7.8,True,8,6,3.7,0
EMP1854,31,M,Solteiro(a),Technical Degree,Híbrido,2022-05-12,,,QA Engineer,5327,2023-05-08,2024-08-06,2023-03-09,9.0,False,1,3,2.5,0
EMP0181,28,Outro,Viúvo(a),Master,Remoto,2022-05-13,,,Data Scientist,15837,2023-01-26,2024-09-13,2022-08-04,9.9,True,2,6,5.3,0
EMP1520,31,F,Viúvo(a),Bachelor,Híbrido,2022-05-14,,,Data Scientist,9511,2024-02-13,2023-01-14,2023-10-25,9.8,True,6,7,9.1,0
EMP1260,26,F,Casado(a),Technical Degree,Remoto,2022-05-15,,,Data Scientist,10250,2024-08-19,2022-05-28,2023-11-01,8.6,False,1,1,7.6,0
EMP0488,34,M,Casado(a),Technical Degree,Híbrido,2022-05-16,,,UX Designer,6907,2022-09-06,2024-07-18,2023-03-07,8.2,True,2,6,3.3,0
EMP0052,49,M,Viúvo(a),Master,Remoto,2022-05-16,,,Product Manager,5539,2022-12-18,2023-11-19,2024-06-27,6.3,True,4,3,7.3,0
EMP1633,38,Outro,Divorciado(a),Master,Remoto,2022-05-17,,,UX Designer,20623,2023-05-26,2023-05-08,2022-11-28,7.5,False,9,2,4.3,0
EMP1404,40,F,Solteiro(a),Bachelor,Híbrido,2022-05-17,,,Senior Developer,9980,2023-12-16,2023-05-26,2024-02-02,7.8,True,1,2,4.5,0
EMP0065,51,Outro,Divorciado(a),Technical Degree,Híbrido,2022-05-17,,,Product Manager,18568,2023-07-11,2023-09-07,2024-10-17,6.3,True,4,7,5.8,0
EMP0685,43,M,Solteiro(a),Master,Presencial,2022-05-18,,,Product Manager,6699,2023-11-13,2023-06-10,2024-09-07,9.3,True,6,5,4.1,0
EMP1840,27,M,Viúvo(a),Master,Remoto,2022-05-19,,,Tech Lead,5840,2024-01-28,2022-05-26,2023-12-31,6.2,True,1,4,4.3,0
EMP0860,33,Outro,Viúvo(a),PhD,Presencial,2022-05-20,,,Product Manager,24347,2022-09-01,2024-06-11,2024-09-15,7.9,True,7,4,4.1,0
EMP1395,39,F,Solteiro(a),PhD,Híbrido,2022-05-21,,,QA Engineer,9743,2022-10-05,2023-02-05,2023-09-21,9.6,True,2,6,5.1,0
EMP1193,54,F,Casado(a),Master,Híbrido,2022-05-22,,,Tech Lead,15107,2024-06-16,2022-09-17,2022-08-27,8.1,True,6,6,8.6,0
EMP0994,41,F,Casado(a),Bachelor,Remoto,2022-05-23,,,DevOps Engineer,24440,2022-11-15,2023-05-20,2022-12-28,8.8,True,1,2,9.0,0
EMP1788,31,M,Casado(a),Bachelor,Remoto,2022-05-23,,,UX Designer,8526,2023-06-28,2022-11-22,2024-05-13,8.0,False,3,7,8.0,0
EMP0106,33,Outro,Divorciado(a),Master,Híbrido,2022-05-25,2024-01-19,Voluntária,QA Engineer,9873,2022-06-03,2022-09-16,2022-08-10,8.4,True,7,2,6.1,1
EMP1688,52,Outro,Solteiro(a),Technical Degree,Presencial,2022-05-25,,,Tech Lead,10149,2023-07-13,2024-07-27,2022-07-06,8.3,True,8,5,4.0,0
EMP0196,37,M,Viúvo(a),Bachelor,Presencial,2022-05-27,2024-05-03,Involuntária,Tech Lead,15047,2023-06-10,2022-08-05,2023-10-27,9.2,True,9,2,7.7,1
EMP1155,33,F,Casado(a),Master,Híbrido,2022-05-29,,,QA Engineer,22738,2023-07-16,2023-08-11,2023-09-29,7.3,False,6,6,4.4,0
EMP0406,44,M,Casado(a),Master,Remoto,2022-05-30,,,Product Manager,24459,2022-09-20,2023-03-16,2024-04-23,9.1,False,2,7,5.4,0
EMP0109,47,Outro,Divorciado(a),Technical Degree,Presencial,2022-05-30,,,Junior Developer,16779,2022-10-07,2022-07-11,2023-04-10,9.2,True,2,1,9.0,0
EMP0516,22,M,Solteiro(a),Master,Remoto,2022-05-31,,,Senior Developer,12367,2024-02-06,2024-09-19,2022-12-01,9.0,False,6,4,2.7,0
EMP0778,24,M,Viúvo(a),Bachelor,Remoto,2022-06-01,,,Junior Developer,7837,2023-09-03,2023-12-23,2023-12-21,7.5,True,1,5,8.8,0
EMP1828,31,M,Solteiro(a),Master,Presencial,2022-06-03,,,Junior Developer,23411,2024-05-22,2024-01-28,2023-07-11,8.2,False,5,7,5.1,0
EMP1306,48,Outro,Casado(a),Bachelor,Presencial,2022-06-05,,,Junior Developer,9862,2023-04-24,2022-06-22,2023-07-08,9.0,False,6,3,1.6,0
EMP0553,31,Outro,Casado(a),Bachelor,Híbrido,2022-06-05,,,Tech Lead,18844,2023-11-01,2022-07-31,2024-10-03,9.8,False,8,6,5.6,0
EMP1243,29,Outro,Viúvo(a),PhD,Remoto,2022-06-05,,,Product Manager,21854,2024-10-10,2024-01-25,2023-10-12,7.1,True,9,7,1.2,0
EMP0992,24,M,Divorciado(a),Technical Degree,Presencial,2022-06-06,,,Product Manager,24709,2024-09-24,2024-06-16,2023-07-15,7.3,True,5,7,4.7,0
EMP0296,50,M,Divorciado(a),Master,Híbrido,2022-06-07,,,Senior Developer,19188,2022-09-15,2024-07-24,2024-03-16,9.9,True,9,1,3.1,0
EMP1875,24,F,Solteiro(a),PhD,Remoto,2022-06-09,,,Tech Lead,20898,2022-06-21,2023-03-31,2024-09-02,7.9,True,2,5,5.2,0
EMP1964,34,Outro,Divorciado(a),Master,Híbrido,2022-06-09,,,DevOps Engineer,24522,2023-02-21,2023-05-17,2024-03-01,8.5,True,7,5,5.5,0
EMP0968,33,M,Viúvo(a),Bachelor,Presencial,2022-06-09,,,Tech Lead,7631,2024-04-17,2022-10-20,2023-02-06,6.3,False,2,4,8.9,0
EMP1416,23,Outro,Casado(a),Bachelor,Remoto,2022-06-10,2022-10-08,Involuntária,QA Engineer,8236,2022-06-18,2022-07-13,2022-07-08,6.0,True,9,4,6.0,1
EMP0200,25,M,Solteiro(a),Technical Degree,Híbrido,2022-06-10,,,Product Manager,8292,2022-12-07,2024-06-30,2023-11-26,8.6,False,5,2,6.1,0
EMP1975,34,Outro,Viúvo(a),Technical Degree,Híbrido,2022-06-11,,,Product Manager,24324,2022-11-06,2023-01-18,2024-02-25,9.8,True,5,3,2.6,0
EMP0421,25,Outro,Casado(a),Master,Presencial,2022-06-11,,,Junior Developer,15068,2024-02-04,2023-07-26,2023-11-29,9.5,True,5,2,4.9,0
EMP0416,35,F,Divorciado(a),Bachelor,Híbrido,2022-06-12,,,Tech Lead,8982,2022-07-01,2023-09-25,2022-08-30,7.6,False,4,3,2.9,0
EMP0267,23,F,Casado(a),Bachelor,Presencial,2022-06-16,,,Senior Developer,7951,2024-05-31,2023-10-25,2022-10-18,7.2,False,7,3,1.2,0
EMP1420,29,F,Divorciado(a),Bachelor,Híbrido,2022-06-18,,,UX Designer,20918,2022-06-28,2023-01-10,2024-04-20,6.7,False,2,3,5.5,0
EMP1365,44,M,Viúvo(a),PhD,Presencial,2022-06-19,,,Data Scientist,23448,2022-12-05,2023-02-09,2022-09-05,7.4,False,6,2,5.2,0
EMP1062,44,M,Casado(a),Bachelor,Híbrido,2022-06-19,,,Data Scientist,21489,2023-10-08,2023-03-15,2023-02-05,8.9,False,8,6,6.7,0
EMP1695,47,M,Viúvo(a),Technical Degree,Híbrido,2022-06-19,,,UX Designer,15191,2023-07-31,2023-04-26,2024-08-19,8.2,False,8,6,1.1,0
EMP0792,26,Outro,Viúvo(a),Master,Híbrido,2022-06-20,,,Tech Lead,22845,2023-05-28,2023-09-03,2024-10-02,6.8,True,9,2,3.5,0
EMP0608,45,M,Casado(a),PhD,Remoto,2022-06-22,2023-06-08,Involuntária,Junior Developer,14699,2023-01-22,2022-09-07,2023-01-19,8.4,True,2,2,2.4,1
EMP1509,30,M,Viúvo(a),Bachelor,Remoto,2022-06-23,,,Data Scientist,18102,2023-05-04,2023-07-02,2023-08-19,8.4,False,6,2,4.2,0
EMP1717,51,F,Viúvo(a),Bachelor,Remoto,2022-06-23,,,Data Scientist,9904,2022-09-12,2024-02-28,2024-02-27,8.1,True,9,3,2.4,0
EMP1903,38,Outro,Solteiro(a),PhD,Presencial,2022-06-23,,,DevOps Engineer,21513,2024-06-24,2023-03-15,2022-10-06,7.5,False,8,7,4.1,0
